Host_Gender,Latitude,Longitude,Area,Room_type,Minimum_nights,review_per_month,total_reviews,price
0,40765,-73775,1,1,3,1080,122,2
0,40765,-73776,1,0,4,2300,89,1
0,40765,-73771,0,0,4,700,119,1
0,40760,-73775,2,0,3,2960,55,2
0,40763,-73773,3,1,1,8520,191,0
1,40761,-73770,4,1,2,6290,208,0
1,40764,-73775,4,1,2,7870,105,0
1,40760,-73774,0,0,3,3790,64,1
0,40769,-73773,1,0,3,100,137,1
0,40768,-73771,2,0,5,800,200,2
0,40760,-73774,0,0,4,640,139,1
1,40761,-73777,0,0,4,2340,173,1
1,40764,-73774,2,0,3,3810,189,0
0,40761,-73777,0,0,3,3000,16,1
0,40767,-73774,3,0,3,120,102,2
1,40767,-73774,1,1,1,490,472,2
1,40768,-73779,0,0,5,1940,134,1
0,40764,-73771,4,1,3,790,245,0
0,40768,-73776,0,1,1,8530,10,2
1,40765,-73777,4,1,2,2420,211,0
1,40761,-73776,0,0,5,2820,84,1
0,40769,-73776,4,1,2,2990,189,0
1,40764,-73771,3,0,3,4090,132,2
0,40760,-73774,1,0,5,4650,62,1
0,40764,-73778,1,0,3,1210,30,1
0,40766,-73779,3,0,4,4610,181,2
0,40769,-73775,1,0,5,3350,85,1
1,40761,-73778,4,0,5,3960,23,0
0,40762,-73776,4,0,4,3920,4,2
1,40769,-73775,2,1,1,3580,391,0
0,40763,-73778,3,0,4,230,155,2
0,40761,-73776,0,1,1,11570,127,2
1,40761,-73777,0,1,2,1060,215,2
1,40766,-73773,4,1,1,80,70,0
0,40762,-73770,1,1,3,680,368,2
1,40763,-73772,2,0,5,1630,76,0
0,40764,-73778,3,1,2,14800,161,0
1,40761,-73778,1,0,4,3520,41,1
1,40765,-73773,4,1,2,12100,40,0
1,40766,-73777,0,0,5,3620,93,1
0,40767,-73775,0,0,5,1640,97,1
1,40765,-73773,3,0,4,2230,110,2
0,40764,-73771,0,0,5,4210,126,1
0,40764,-73774,1,0,3,2710,107,1
1,40765,-73773,1,0,4,2050,123,1
1,40763,-73777,3,0,4,120,192,2
1,40764,-73773,4,0,4,1270,181,2
0,40768,-73777,4,0,3,1330,185,2
0,40769,-73779,1,1,3,9240,240,1
1,40769,-73773,1,1,2,11010,107,2
1,40760,-73778,1,1,2,10050,224,2
1,40760,-73778,0,0,3,4520,24,1
0,40765,-73779,1,1,1,8730,58,2
1,40769,-73773,4,1,3,1110,448,0
0,40766,-73775,1,1,1,14980,260,2
1,40764,-73775,4,1,1,8770,164,0
0,40765,-73775,0,0,4,1920,165,1
1,40768,-73776,1,1,1,15000,117,2
1,40764,-73773,0,1,2,2550,232,2
1,40765,-73775,0,1,1,3550,466,2
1,40763,-73779,2,1,3,5720,48,0
1,40766,-73777,4,0,5,260,134,0
0,40764,-73773,2,0,5,660,31,2
0,40764,-73772,0,0,3,4960,196,1
0,40765,-73775,4,0,3,3190,199,2
1,40761,-73771,0,0,5,4940,170,1
1,40763,-73779,0,0,5,4100,5,1
0,40767,-73774,4,0,5,1170,159,2
1,40765,-73774,0,0,3,1060,46,1
1,40766,-73773,0,1,1,7390,21,2
0,40762,-73778,3,1,3,3960,128,0
1,40762,-73770,2,0,5,1150,141,2
0,40763,-73771,2,0,5,1620,157,2
1,40761,-73773,4,1,3,7430,55,0
1,40766,-73779,0,1,2,7390,338,2
1,40760,-73779,3,0,3,890,27,2
0,40760,-73773,1,0,4,3990,200,1
0,40766,-73774,1,1,3,5180,66,2
1,40761,-73771,3,1,3,8000,213,0
1,40764,-73774,2,1,3,9150,249,0
1,40768,-73779,3,0,3,1250,142,0
0,40760,-73775,2,1,1,12560,230,0
1,40767,-73772,2,0,4,1660,185,2
1,40765,-73774,0,1,3,5540,115,2
1,40763,-73771,3,0,3,3650,94,0
0,40766,-73777,0,0,3,1300,180,1
0,40768,-73776,4,0,5,2120,158,2
1,40762,-73779,1,1,3,13590,203,2
0,40765,-73771,2,1,2,6290,129,0
1,40760,-73771,1,0,4,4210,87,1
0,40766,-73778,1,0,5,1670,83,1
0,40762,-73770,0,0,4,60,127,1
0,40763,-73772,1,0,4,890,12,1
0,40762,-73774,0,0,3,350,26,1
0,40766,-73773,2,0,3,2070,130,2
1,40765,-73773,0,1,1,2210,75,2
1,40768,-73770,1,1,1,450,93,2
1,40762,-73771,3,0,3,2260,157,2
0,40766,-73779,2,0,4,1330,170,2
0,40769,-73772,1,0,4,980,85,1
0,40766,-73777,1,1,1,10980,457,2
0,40769,-73774,4,1,3,4740,53,0
1,40764,-73770,0,0,3,2390,97,1
0,40769,-73770,3,0,4,1960,25,2
1,40760,-73779,1,0,4,1830,100,1
1,40765,-73774,1,0,5,3090,113,1
1,40768,-73778,0,0,5,1940,79,1
1,40763,-73773,4,0,3,2580,176,0
1,40765,-73770,2,0,3,4550,174,2
0,40768,-73775,4,1,3,7510,29,0
1,40768,-73776,3,1,1,2520,243,0
0,40762,-73770,0,1,1,210,169,2
0,40767,-73772,2,0,4,750,200,2
0,40768,-73778,0,0,4,3310,140,1
1,40763,-73773,0,0,3,1820,1,1
1,40760,-73778,0,1,3,9360,136,2
1,40762,-73773,0,1,2,5460,107,2
1,40765,-73778,0,1,3,4560,130,2
1,40762,-73778,2,1,3,990,85,0
1,40764,-73770,3,0,3,1790,47,0
1,40760,-73778,1,1,1,11540,339,2
0,40766,-73775,0,0,5,500,103,1
0,40766,-73770,1,0,3,3770,72,1
0,40763,-73771,0,0,5,3190,103,1
1,40769,-73779,2,0,3,3620,2,2
1,40762,-73777,3,1,3,1560,187,0
1,40763,-73771,4,1,3,10590,1,0
1,40765,-73777,3,0,3,4830,149,0
0,40767,-73770,1,1,2,14340,113,2
0,40760,-73775,0,0,5,1320,89,1
1,40764,-73778,0,1,1,310,386,2
0,40764,-73772,0,0,4,1640,119,1
1,40768,-73774,1,1,2,1650,206,2
1,40761,-73777,2,1,2,70,140,0
0,40766,-73771,2,0,3,160,91,2
1,40764,-73779,1,0,4,1690,178,1
1,40761,-73774,4,0,3,3080,60,0
1,40763,-73770,3,0,4,4490,100,0
0,40761,-73779,0,0,3,3590,83,1
1,40763,-73778,2,1,2,2160,121,0
1,40765,-73776,0,1,2,9750,173,2
0,40768,-73777,1,0,4,250,158,1
1,40766,-73777,4,1,1,13040,229,0
0,40766,-73770,0,0,5,2920,175,1
0,40768,-73773,4,0,3,3710,127,2
0,40760,-73778,2,0,5,2540,52,2
1,40763,-73774,0,1,3,1110,60,2
0,40764,-73774,4,0,3,3720,3,2
0,40764,-73773,2,1,1,6690,209,0
1,40767,-73776,2,1,3,8560,15,0
1,40769,-73777,3,0,3,1180,99,2
1,40769,-73772,0,1,2,7910,143,2
1,40766,-73773,0,1,3,13800,230,2
1,40761,-73776,2,1,1,11640,146,0
0,40761,-73777,4,0,4,790,89,2
0,40768,-73770,4,0,5,3590,120,2
0,40762,-73774,0,1,3,10710,136,2
0,40765,-73774,1,1,2,1350,118,2
1,40768,-73778,0,0,3,2800,19,1
1,40761,-73770,0,1,2,10500,62,2
1,40760,-73773,1,1,2,11840,102,2
1,40765,-73772,1,1,3,1560,442,2
0,40768,-73773,3,0,5,3610,190,2
0,40761,-73777,0,0,4,2300,174,1
0,40766,-73777,4,1,2,3530,170,0
1,40766,-73775,3,0,5,2250,155,0
1,40764,-73778,3,0,5,1440,102,2
1,40762,-73772,2,1,1,3950,28,0
1,40763,-73772,1,0,4,1090,166,1
0,40767,-73775,3,0,5,2100,89,2
0,40768,-73772,0,0,4,3780,29,1
1,40766,-73774,3,0,4,2430,84,2
1,40761,-73774,4,0,3,1630,131,0
0,40766,-73771,4,0,5,340,63,2
1,40768,-73779,0,1,3,8330,119,2
1,40767,-73771,4,0,5,1060,7,2
0,40763,-73777,2,1,3,7760,19,0
1,40768,-73777,1,1,1,14350,128,2
1,40769,-73776,2,1,1,5290,133,0
1,40760,-73770,1,0,3,4710,76,1
0,40768,-73777,4,0,5,3440,145,2
1,40761,-73774,1,0,4,3690,8,1
1,40764,-73774,1,0,5,2250,107,1
0,40764,-73778,2,0,5,4610,136,2
0,40764,-73774,0,1,3,11930,320,2
0,40766,-73777,3,0,4,790,157,2
0,40764,-73773,1,1,1,6710,498,2
1,40761,-73776,1,1,1,6740,112,2
0,40766,-73779,3,1,1,7200,125,0
1,40768,-73778,3,0,4,560,71,0
1,40767,-73770,4,1,2,7990,92,0
1,40763,-73779,2,0,4,3920,113,2
0,40761,-73772,2,1,1,10670,49,0
0,40760,-73772,1,1,1,6860,70,2
1,40761,-73772,0,0,5,3090,191,1
1,40761,-73777,2,0,3,770,18,2
0,40767,-73779,1,0,4,3280,121,1
1,40768,-73772,1,1,1,8940,239,2
0,40769,-73775,4,0,4,4110,43,2
0,40768,-73770,0,0,5,830,113,1
1,40765,-73773,3,1,1,10760,49,0
0,40769,-73770,2,1,2,1000,63,0
1,40763,-73771,2,1,2,13160,206,0
0,40767,-73774,0,1,1,890,415,2
0,40766,-73771,3,0,5,2440,30,2
1,40763,-73779,3,1,1,13490,173,0
0,40766,-73774,0,0,5,480,197,1
0,40767,-73777,0,0,4,1380,173,1
0,40767,-73778,1,0,4,1460,186,1
1,40767,-73773,1,0,3,2590,4,1
0,40767,-73772,0,1,1,12320,52,2
1,40760,-73774,4,0,3,2180,92,2
1,40769,-73778,0,0,5,2560,49,1
0,40768,-73777,1,1,3,8280,183,2
1,40763,-73779,0,0,5,2390,61,1
0,40766,-73772,4,0,4,5000,52,2
0,40767,-73777,1,1,3,720,12,2
1,40767,-73776,2,1,1,5200,162,0
1,40766,-73772,3,0,5,3630,78,0
0,40760,-73774,1,1,1,2220,28,2
0,40769,-73775,4,1,2,4250,10,0
0,40762,-73772,2,0,5,2720,152,2
0,40765,-73775,2,0,4,210,137,2
0,40767,-73772,0,0,5,3450,166,1
1,40762,-73779,1,0,3,4230,155,1
0,40765,-73776,1,1,1,400,416,2
1,40762,-73773,4,0,5,2660,58,2
0,40762,-73772,4,1,2,7180,46,0
0,40765,-73775,3,0,5,1630,176,2
1,40761,-73776,0,0,5,2020,167,1
1,40763,-73772,0,0,3,780,101,1
1,40764,-73772,3,1,1,7300,20,0
0,40763,-73777,0,0,3,3760,18,1
1,40767,-73777,3,0,5,4520,59,0
1,40762,-73772,2,0,5,3060,191,0
0,40760,-73778,0,1,3,14210,35,2
0,40769,-73778,0,1,3,14140,134,2
1,40766,-73770,3,1,2,3410,209,0
1,40769,-73770,0,1,1,3020,47,2
0,40768,-73771,1,1,2,14110,170,1
1,40768,-73771,2,1,1,9200,68,0
0,40763,-73772,3,0,3,590,72,2
0,40762,-73779,4,0,3,4190,92,2
0,40762,-73772,0,0,4,140,148,1
0,40761,-73773,3,0,4,490,108,2
1,40763,-73771,4,1,3,9120,22,0
1,40764,-73779,0,0,3,700,138,1
1,40765,-73779,2,0,3,1790,139,2
1,40767,-73776,0,1,2,11130,9,2
1,40765,-73779,2,1,2,14910,158,0
1,40767,-73772,2,0,5,80,89,0
1,40766,-73772,1,0,4,2130,35,1
1,40762,-73772,1,1,1,14570,231,2
1,40766,-73771,1,0,4,4250,50,1
1,40766,-73776,3,0,4,1840,116,2
1,40769,-73776,3,1,1,7150,183,0
0,40768,-73771,1,0,3,2110,122,1
0,40762,-73772,1,1,2,1020,63,2
1,40768,-73775,1,0,4,4830,3,1
0,40762,-73771,1,1,2,12490,239,2
0,40763,-73777,1,0,4,50,62,1
1,40766,-73772,2,0,3,4470,3,0
1,40767,-73779,3,0,5,1950,85,0
0,40765,-73772,4,0,3,1370,16,2
1,40767,-73772,0,0,4,2009,64,1
0,40769,-73773,1,0,5,4790,148,1
1,40760,-73778,1,1,2,990,30,2
0,40766,-73773,4,1,3,12910,4,0
1,40763,-73773,0,0,5,2060,156,1
0,40769,-73778,3,1,3,7910,358,0
0,40760,-73773,2,0,5,1910,40,2
1,40769,-73770,4,1,2,590,57,0
1,40767,-73774,1,0,5,1510,46,1
0,40764,-73775,0,0,3,2460,135,1
1,40768,-73773,3,0,4,4350,143,2
0,40762,-73771,0,0,4,4940,96,1
1,40763,-73773,3,0,4,2750,184,2
1,40769,-73777,4,0,4,3010,22,2
1,40764,-73770,3,0,4,3670,35,2
1,40765,-73779,0,1,1,7930,140,2
1,40764,-73770,4,0,3,4850,151,2
0,40761,-73771,3,1,1,6360,196,0
0,40760,-73779,0,1,2,14620,350,1
0,40760,-73771,2,0,3,2280,162,2
1,40769,-73770,4,0,5,2250,143,2
0,40760,-73772,1,1,3,13480,479,1
1,40762,-73777,2,0,3,270,160,0
1,40768,-73776,4,0,4,3770,129,2
0,40761,-73772,3,0,3,1890,37,2
1,40761,-73770,4,0,3,3450,139,2
0,40764,-73776,2,1,2,12510,473,0
1,40760,-73771,4,0,3,2880,132,0
0,40767,-73773,3,1,3,4500,188,0
1,40765,-73773,1,1,3,4810,50,2
1,40762,-73772,0,1,2,12240,31,2
0,40767,-73772,4,0,4,300,122,2
0,40761,-73779,3,0,4,2490,16,2
0,40768,-73773,3,1,1,5770,98,0
1,40767,-73770,2,1,2,4520,136,0
1,40767,-73777,1,1,1,14380,230,2
0,40769,-73772,4,0,5,4370,115,2
0,40767,-73773,3,0,5,2390,83,2
1,40769,-73770,0,0,5,120,166,1
1,40765,-73779,3,0,3,1560,163,2
0,40765,-73772,1,1,2,5990,39,1
0,40760,-73778,0,0,4,1150,64,1
0,40763,-73779,3,0,5,3170,25,2
1,40762,-73777,4,1,3,2440,83,0
0,40763,-73775,4,0,4,4260,135,2
1,40767,-73775,1,1,3,2850,168,2
0,40766,-73770,1,0,3,490,50,1
0,40766,-73778,1,1,3,6190,4,2
0,40768,-73774,1,0,4,4410,108,1
1,40762,-73771,1,0,3,1870,7,1
0,40764,-73778,0,1,3,2240,91,2
1,40768,-73772,4,0,5,3790,152,0
0,40766,-73776,0,1,3,3450,37,2
0,40766,-73770,0,1,3,330,174,2
0,40763,-73779,1,1,1,6330,141,2
0,40763,-73779,0,1,1,10390,181,1
1,40769,-73770,2,1,3,7490,69,0
0,40762,-73778,0,1,3,10220,132,2
1,40761,-73771,4,0,5,920,158,2
0,40767,-73778,1,1,1,8160,47,2
1,40769,-73776,4,0,5,2190,101,0
0,40761,-73774,2,0,5,2009,34,2
1,40761,-73774,4,0,5,2190,125,2
1,40765,-73773,2,1,1,4160,192,0
1,40763,-73773,1,0,4,2070,200,1
1,40768,-73779,4,1,2,8730,29,0
0,40764,-73772,4,0,4,2460,144,2
1,40762,-73772,0,0,5,1080,83,1
1,40760,-73775,2,1,1,11940,3,0
1,40761,-73778,0,0,4,2790,110,1
1,40760,-73771,0,1,1,3050,63,2
0,40764,-73770,3,0,4,50,140,2
1,40768,-73773,4,1,3,13520,144,0
0,40765,-73771,0,1,1,8900,193,2
1,40769,-73779,2,1,2,14870,307,0
0,40761,-73774,2,0,3,4550,64,2
1,40760,-73770,3,1,1,2130,18,0
0,40768,-73770,1,0,5,970,70,1
0,40764,-73776,4,0,4,4880,9,2
0,40760,-73771,0,0,3,740,193,1
0,40762,-73771,0,1,3,760,223,2
1,40769,-73771,4,0,4,2990,142,0
1,40764,-73772,1,0,4,910,101,1
0,40763,-73772,2,0,4,3260,108,2
0,40767,-73774,1,0,5,2200,128,1
1,40760,-73774,4,0,5,980,69,2
1,40765,-73777,0,0,3,4950,196,1
1,40767,-73778,4,0,3,2350,128,2
0,40766,-73778,2,0,4,120,193,2
1,40767,-73776,1,0,3,440,98,1
1,40769,-73778,1,1,3,3160,11,2
1,40762,-73770,2,1,2,4050,93,0
0,40769,-73771,0,1,1,4780,134,2
0,40768,-73776,0,1,3,13650,2,2
1,40760,-73776,4,0,5,3220,27,2
1,40761,-73771,0,1,2,3310,84,2
0,40764,-73771,3,0,5,4540,142,2
0,40760,-73775,4,0,5,3880,45,2
1,40769,-73775,0,0,3,3910,120,1
0,40768,-73770,1,0,3,1880,60,1
1,40767,-73778,3,0,5,1820,90,0
0,40768,-73779,0,0,4,1680,80,1
0,40760,-73772,3,0,4,540,181,2
1,40766,-73779,0,0,4,430,24,1
0,40768,-73776,0,1,3,1150,338,2
0,40764,-73772,3,1,3,13390,137,0
0,40767,-73773,1,0,3,4120,167,1
1,40767,-73775,3,1,1,5070,249,0
0,40760,-73773,2,0,3,2690,83,2
1,40766,-73775,3,0,4,950,109,0
1,40766,-73776,4,1,1,12150,142,0
1,40765,-73772,2,0,5,4400,23,2
0,40765,-73775,0,1,1,14140,131,2
0,40768,-73771,2,1,1,4820,44,0
0,40766,-73772,0,0,4,1090,149,1
0,40767,-73779,3,0,5,1270,60,2
1,40766,-73774,3,1,3,7220,121,0
0,40768,-73772,4,1,1,2840,130,0
1,40769,-73770,0,0,5,3060,4,1
1,40761,-73774,2,0,3,4480,31,2
0,40767,-73772,0,1,2,9810,457,2
1,40769,-73771,1,0,4,4670,139,1
0,40768,-73779,1,0,4,3090,47,1
0,40765,-73778,1,0,4,3190,119,1
0,40765,-73770,1,1,1,10350,54,2
1,40768,-73777,4,1,2,8720,366,0
0,40768,-73774,4,1,2,10390,170,0
1,40766,-73770,0,1,2,5900,364,2
0,40768,-73776,0,1,2,9430,211,1
0,40762,-73775,4,1,3,2460,234,0
1,40760,-73771,3,0,3,800,199,2
0,40764,-73777,4,0,3,2160,91,2
1,40760,-73775,0,1,2,6820,238,2
0,40761,-73773,1,0,4,2700,185,1
0,40761,-73777,1,0,4,1570,108,1
0,40763,-73776,2,1,3,14740,206,0
1,40760,-73779,0,1,3,11590,26,2
1,40762,-73772,0,1,2,5790,218,2
0,40765,-73770,0,0,4,600,75,1
0,40769,-73772,1,1,1,13090,303,2
0,40760,-73778,3,0,4,2270,127,2
0,40768,-73779,3,0,5,410,103,2
0,40760,-73778,4,1,3,7160,204,0
0,40768,-73771,4,1,1,8470,42,0
1,40767,-73776,0,1,2,800,441,2
1,40764,-73771,2,1,2,50,290,0
1,40762,-73779,1,1,2,9510,133,2
1,40764,-73775,4,1,2,5630,250,0
0,40760,-73774,3,0,4,2460,13,2
1,40763,-73776,0,0,4,2650,150,1
0,40766,-73774,1,1,1,7920,177,2
1,40768,-73774,0,1,2,8560,418,2
0,40765,-73770,0,1,2,10520,148,2
0,40764,-73777,3,1,1,10510,72,0
0,40765,-73774,3,1,1,10940,94,0
1,40764,-73771,0,1,1,2910,330,2
1,40761,-73773,3,0,3,4800,105,2
0,40762,-73771,1,0,5,4530,18,1
0,40766,-73777,0,0,3,1840,197,1
1,40764,-73779,2,1,1,7220,152,0
0,40762,-73771,3,0,3,3640,63,2
0,40763,-73778,3,1,1,4260,47,0
0,40762,-73778,1,0,5,370,184,1
0,40767,-73779,4,1,2,11210,43,0
0,40767,-73771,4,1,1,11940,122,0
0,40763,-73779,2,0,4,2280,9,2
0,40765,-73770,2,1,1,14310,77,0
0,40760,-73776,3,0,3,1900,108,2
0,40762,-73772,0,0,5,3600,172,1
0,40765,-73772,1,0,3,1270,58,1
0,40767,-73770,4,1,3,11260,351,0
0,40766,-73774,0,1,2,3330,41,2
0,40761,-73772,0,1,1,9520,147,1
1,40761,-73771,1,1,2,12960,212,2
0,40762,-73775,4,1,3,1550,496,0
1,40768,-73777,0,0,3,1760,18,1
0,40767,-73774,0,1,2,9400,58,1
0,40766,-73774,2,0,5,1320,158,2
0,40768,-73778,0,0,5,700,143,1
0,40768,-73777,0,1,1,2190,182,2
1,40766,-73779,0,0,4,4690,39,1
1,40760,-73778,1,0,3,220,25,1
1,40764,-73777,0,0,5,1100,70,1
1,40764,-73776,0,1,3,12210,254,2
1,40761,-73774,2,1,1,8650,243,0
1,40767,-73777,1,1,1,11090,11,2
1,40763,-73771,2,0,4,3180,31,2
0,40764,-73777,2,0,3,3050,87,2
1,40767,-73770,1,1,2,4390,209,2
1,40760,-73770,3,1,1,10340,72,0
0,40760,-73774,3,0,5,560,31,2
1,40761,-73771,1,0,4,150,5,1
0,40764,-73774,0,1,1,12620,121,2
0,40768,-73772,3,1,2,7250,43,0
0,40769,-73778,0,1,2,2750,130,2
1,40767,-73778,2,0,3,4630,64,0
1,40764,-73770,4,1,1,5480,78,0
1,40763,-73773,2,0,4,940,155,2
1,40765,-73770,1,1,2,4940,3,2
1,40764,-73775,3,0,4,3440,183,2
1,40768,-73772,0,1,1,6780,154,2
1,40766,-73772,1,0,5,1200,1,1
0,40764,-73775,1,1,2,5550,151,2
0,40760,-73776,2,1,3,9930,44,0
0,40768,-73778,0,0,4,1540,160,1
1,40764,-73779,2,1,3,13420,201,0
0,40766,-73778,3,0,5,2250,177,2
0,40764,-73775,2,0,3,2660,101,2
1,40764,-73775,4,1,3,7020,50,0
0,40762,-73771,1,1,1,12870,179,2
1,40768,-73778,0,0,3,3070,197,1
0,40760,-73771,1,0,3,1460,48,1
0,40766,-73774,1,1,2,4620,93,2
0,40760,-73775,1,1,2,5300,153,2
0,40764,-73778,1,0,3,3250,32,1
1,40764,-73771,2,0,4,4420,41,2
1,40764,-73778,0,1,3,14670,114,2
0,40764,-73774,4,0,5,1200,86,2
0,40760,-73778,0,1,2,12570,55,2
0,40764,-73770,2,0,3,920,40,2
0,40763,-73773,1,1,2,14990,200,2
1,40763,-73779,2,1,3,1370,200,0
0,40765,-73776,3,1,1,6640,18,0
1,40761,-73777,1,1,3,480,125,2
1,40769,-73775,2,0,5,4800,72,2
0,40768,-73776,4,0,5,4540,48,2
1,40760,-73773,3,0,3,1510,144,2
1,40760,-73778,0,0,3,3580,141,1
0,40764,-73772,2,1,1,3820,182,0
1,40764,-73770,2,0,3,4250,125,0
1,40760,-73772,1,0,3,4180,121,1
1,40764,-73777,3,1,3,5080,102,0
0,40768,-73775,1,1,3,8640,110,2
1,40766,-73773,1,1,3,11720,492,2
0,40764,-73775,0,0,4,3740,1,1
0,40769,-73775,1,0,5,4840,87,1
0,40761,-73775,1,1,3,12890,32,2
1,40768,-73775,1,1,1,1320,306,2
1,40762,-73777,1,0,4,2600,97,1
0,40762,-73776,3,1,3,5020,200,0
1,40767,-73774,0,1,2,13240,76,2
1,40769,-73778,0,0,4,3690,133,1
0,40765,-73778,4,1,3,10890,165,0
0,40764,-73776,1,1,2,1050,177,2
0,40766,-73774,0,0,4,3130,163,1
0,40765,-73772,1,0,3,2440,124,1
0,40764,-73779,2,0,3,4970,143,2
0,40769,-73773,1,1,3,3920,138,2
1,40768,-73779,4,1,1,6540,107,0
1,40768,-73777,1,1,1,1540,366,2
0,40762,-73772,0,0,4,4180,15,1
1,40760,-73771,2,0,5,4350,62,2
1,40761,-73779,2,0,3,390,148,0
0,40761,-73772,4,1,3,10220,41,0
0,40763,-73770,2,1,2,6090,496,0
0,40769,-73771,3,1,1,1830,64,0
0,40763,-73778,3,1,2,11860,419,0
1,40764,-73778,2,1,1,14930,95,0
0,40768,-73776,1,1,3,7770,131,2
1,40766,-73776,2,0,3,1970,156,2
1,40768,-73778,1,1,2,6630,107,2
1,40763,-73770,4,1,2,13500,202,0
0,40765,-73778,2,0,3,2380,141,2
1,40761,-73773,0,1,2,4680,294,2
0,40765,-73772,0,0,3,4170,150,1
1,40768,-73777,4,1,2,6210,241,0
1,40768,-73775,1,0,5,3020,104,1
1,40765,-73777,2,0,4,2940,132,0
0,40761,-73777,2,1,1,1730,73,0
0,40767,-73775,1,0,3,270,3,1
0,40767,-73777,3,0,5,2120,86,2
1,40768,-73772,1,0,4,2660,162,1
0,40765,-73778,1,0,3,2130,84,1
1,40769,-73779,3,1,3,5260,55,0
0,40763,-73772,3,0,5,80,120,2
0,40764,-73775,2,0,3,1220,1,2
1,40760,-73774,1,0,4,660,190,1
1,40762,-73772,0,0,3,4540,34,1
1,40768,-73774,4,0,3,3280,48,0
1,40760,-73775,1,1,2,8520,220,2
0,40769,-73774,1,0,5,3580,119,1
1,40763,-73770,0,0,5,3150,167,1
1,40765,-73772,2,0,3,760,93,2
0,40760,-73778,0,1,3,5480,46,2
1,40769,-73777,1,0,5,3550,145,1
0,40766,-73778,4,0,4,1330,88,2
1,40768,-73774,1,0,4,780,43,1
0,40768,-73775,2,0,4,3490,133,2
0,40762,-73770,1,1,3,12310,95,2
1,40768,-73770,1,0,4,330,186,1
1,40769,-73778,1,1,3,12900,5,2
1,40761,-73771,1,0,5,1000,31,1
1,40761,-73778,1,0,5,360,88,1
1,40766,-73779,1,1,1,3360,17,2
1,40762,-73778,1,0,4,1450,166,1
0,40769,-73777,4,0,5,170,105,2
0,40766,-73773,0,1,2,13490,88,2
0,40769,-73777,1,1,1,5540,175,2
1,40763,-73775,0,0,5,800,59,1
0,40767,-73776,2,1,1,3430,37,0
1,40767,-73778,3,0,3,2310,15,2
0,40762,-73776,4,0,4,1670,193,2
0,40768,-73776,4,1,2,7800,250,0
0,40762,-73775,3,0,4,1120,21,2
0,40767,-73772,0,0,3,3140,96,1
0,40765,-73770,3,0,4,2050,96,2
1,40761,-73773,2,1,3,160,184,0
1,40767,-73771,4,1,2,8170,182,0
1,40763,-73779,0,0,5,630,163,1
1,40769,-73773,0,0,5,1690,134,1
1,40765,-73775,1,0,5,1310,121,1
1,40765,-73773,4,1,1,110,180,0
1,40767,-73778,1,1,1,8490,197,2
1,40763,-73777,0,0,5,2940,99,1
1,40768,-73775,1,0,5,1220,24,1
0,40763,-73771,0,0,4,1010,151,1
1,40764,-73771,1,1,3,6920,107,2
1,40765,-73771,1,1,1,13850,147,2
0,40763,-73771,0,0,4,1250,181,1
1,40765,-73778,0,1,1,7320,1,2
1,40764,-73775,4,0,3,1760,39,2
0,40762,-73770,4,0,4,2160,198,2
1,40763,-73775,0,0,3,3070,58,1
1,40762,-73772,1,0,3,3080,168,1
1,40760,-73772,1,1,3,8119,61,2
0,40766,-73773,1,0,3,2830,98,1
1,40768,-73772,2,1,3,150,35,0
0,40767,-73771,1,1,2,14380,125,2
1,40765,-73771,2,0,4,1020,76,0
0,40761,-73773,1,1,1,4370,237,2
0,40765,-73770,1,1,1,7380,218,2
0,40762,-73772,0,0,5,3860,37,1
0,40762,-73774,1,0,4,1450,148,1
0,40766,-73774,3,1,3,1850,92,0
0,40761,-73779,2,1,2,640,291,0
0,40763,-73774,0,0,3,380,153,1
1,40763,-73774,0,0,3,1320,81,1
1,40768,-73779,1,0,4,630,40,1
0,40766,-73775,2,1,3,8550,12,0
0,40765,-73779,4,1,2,7010,5,0
1,40760,-73777,2,0,4,3390,19,0
1,40769,-73772,2,0,3,2720,190,2
1,40768,-73776,0,0,3,390,144,1
1,40762,-73775,2,0,5,3490,33,2
0,40760,-73770,4,1,1,6130,213,0
0,40762,-73771,3,0,3,4390,185,2
1,40764,-73779,4,0,3,3000,57,2
0,40763,-73771,1,1,3,320,194,2
0,40766,-73770,3,1,3,2330,38,0
1,40765,-73778,3,1,1,5860,22,0
1,40763,-73776,1,0,4,460,57,1
0,40766,-73771,0,1,1,9830,287,2
0,40761,-73775,0,1,2,9830,21,2
0,40764,-73778,3,0,3,3860,184,2
1,40765,-73772,0,1,3,9490,52,2
1,40760,-73777,1,1,2,14040,104,2
1,40760,-73774,4,0,5,3540,96,0
1,40760,-73770,0,1,3,1350,237,2
1,40762,-73771,0,0,4,4220,121,1
1,40767,-73777,1,0,5,2930,137,1
0,40764,-73777,1,1,1,6980,421,2
0,40764,-73771,1,0,3,2070,51,1
0,40765,-73777,0,0,5,1900,72,1
1,40767,-73771,4,1,2,1880,100,0
1,40767,-73771,0,0,3,1520,74,1
1,40766,-73774,3,1,2,2240,375,0
1,40764,-73779,2,1,1,1020,49,0
1,40765,-73774,4,1,2,5180,64,0
0,40760,-73778,0,0,4,3160,62,1
1,40764,-73773,1,1,2,7170,220,2
0,40767,-73779,1,1,2,2670,126,2
1,40760,-73775,1,1,1,14320,270,2
0,40760,-73772,0,1,3,11500,122,2
1,40765,-73773,4,1,3,11610,220,0
